0,102,134
1,104,104
2,101,112
3,96,79
4,104,96
5,103,86
6,100,63
7,48,61
8,99,41
9,100,30
10,98,-3
11,102,137
12,101,140
13,101,142
14,100,142
15,101,145
16,101,150
17,100,154
18,99,161
19,103,108
20,96,108
21,12,32
22,68,66
23,62,67
24,55,68
25,44,63
26,74,64
27,58,43
28,66,44
29,51,45
30,45,49
31,38,68
32,71,173
33,45,59
34,9,65
35,28,62
36,63,100
37,93,132
38,93,140
39,83,135
40,77,138
41,85,140
42,79,141
43,66,149
44,98,104
45,97,96
46,35,42
47,77,80
48,80,103
49,78,99
50,40,99
51,97,87
52,55,32
53,44,35
54,22,18
55,85,37
56,73,47
57,61,141
58,13,138
59,85,107
60,90,109
61,67,143
62,69,142
63,39,30
64,79,107
65,68,31
66,67,25
67,56,0
68,30,24
69,61,13
70,30,38
71,20,36
72,93,136
73,85,138
74,78,139
75,86,109
76,68,143
77,72,144
78,70,142
79,89,104
80,80,142
81,86,141
82,93,142
83,90,161
84,92,154
85,92,149
86,93,145
87,93,142
88,80,142
89,79,143
90,77,146
91,76,148
92,71,127
93,4,100
94,102,110
95,75,142
96,74,143
97,93,112
98,81,111
99,92,111
100,69,85
101,57,90
102,77,103
103,36,6
104,43,16
105,52,26
106,72,154
107,83,26
108,79,13
109,76,-2
110,48,66
111,29,74
112,78,62
113,37,52
114,83,75
115,85,100
116,18,80
117,36,80
118,47,83
119,61,81
120,70,77
121,78,73
122,93,64
123,19,97
124,31,51
125,100,108
126,79,88
127,3,65
128,83,69
129,75,104
130,41,58
131,83,95
132,7,118
133,77,59
134,90,90
135,35,157
136,33,166
137,9,98
138,25,147
139,14,50
140,69,181
141,100,110
142,72,93
143,20,63
144,56,63
145,62,63
146,71,145
147,21,112
148,82,191
149,57,182
150,46,175
151,99,14
152,97,192
153,67,62
154,72,61
155,76,60
156,24,49
157,71,54
158,65,52
159,59,52
160,53,53
161,49,55
162,6,47
163,51,62
164,101,119
165,78,123
166,85,106
167,92,119
168,99,52
169,46,166
170,57,174
171,83,186
172,22,154
173,75,57
174,89,77
175,98,187
176,69,187
177,11,116
178,86,142
179,85,144
180,84,147
181,83,152
182,80,158
183,74,141
184,72,141
185,71,140
186,65,134
187,33,116
188,88,69
189,83,52
190,78,53
191,75,142
192,31,135
193,91,52
194,75,165
195,102,78
196,95,72
197,101,71
198,84,89
199,99,179
200,99,170
201,87,169
202,58,152
203,69,110
204,65,160
205,51,109
206,62,118
207,45,122
208,84,178
209,79,93
210,50,158
211,60,166
212,53,142
213,22,126
214,41,144
215,15,132
216,56,128
217,84,82
218,87,103
219,82,105
220,91,98
221,78,44
222,67,39
223,57,39
224,48,41
225,42,46
226,36,60
227,8,82
228,43,72
229,51,74
230,61,73
231,69,71
232,76,68
233,81,66
234,3,82
235,82,108
236,90,83
237,93,103
238,96,107
239,92,104
240,83,110
241,97,107
242,97,109
243,80,59
244,84,61
245,87,63
246,47,57
247,42,53
248,108,79
249,145,60
250,107,108
251,163,33
252,126,67
253,133,68
254,139,67
255,147,63
256,121,65
257,137,43
258,129,44
259,144,45
260,148,49
261,151,68
262,122,171
263,147,58
264,165,65
265,158,62
266,131,99
267,110,132
268,108,140
269,116,134
270,119,137
271,113,140
272,116,140
273,126,147
274,109,104
275,110,96
276,156,42
277,118,80
278,120,103
279,121,99
280,150,99
281,109,87
282,142,33
283,151,36
284,158,19
285,114,39
286,122,48
287,131,140
288,154,135
289,115,107
290,110,109
291,123,143
292,121,143
293,154,31
294,120,106
295,130,33
296,131,27
297,136,1
298,156,25
299,133,14
300,159,38
301,161,36
302,109,136
303,114,137
304,118,139
305,113,108
306,122,143
307,120,144
308,121,142
309,114,104
310,115,142
311,111,141
312,106,142
313,107,161
314,108,153
315,108,149
316,107,145
317,106,142
318,115,142
319,116,143
320,117,145
321,118,148
322,126,127
323,160,98
324,117,142
325,119,143
326,109,112
327,117,111
328,110,111
329,125,85
330,135,90
331,121,103
332,150,8
333,148,17
334,144,27
335,122,152
336,116,29
337,118,14
338,119,-2
339,144,66
340,158,74
341,117,63
342,153,52
343,114,75
344,118,99
345,163,80
346,154,80
347,147,83
348,135,81
349,125,78
350,119,74
351,106,64
352,162,96
353,157,51
354,106,108
355,118,87
356,164,65
357,114,70
358,121,103
359,149,58
360,118,95
361,158,116
362,116,60
363,114,90
364,146,154
