0,98,137
1,92,113
2,94,118
3,87,85
4,92,105
5,92,94
6,94,64
7,50,57
8,95,41
9,95,30
10,96,-9
11,98,139
12,98,140
13,98,142
14,98,142
15,98,145
16,98,149
17,98,153
18,97,161
19,93,116
20,87,115
21,27,22
22,69,65
23,63,66
24,56,65
25,48,59
26,75,63
27,58,42
28,66,43
29,51,44
30,47,47
31,43,64
32,73,170
33,48,55
34,25,56
35,36,56
36,62,99
37,90,135
38,91,139
39,83,135
40,79,135
41,85,138
42,81,137
43,68,144
44,86,113
45,85,105
46,37,38
47,76,79
48,73,107
49,74,102
50,43,96
51,86,94
52,50,33
53,42,34
54,31,9
55,80,43
56,73,47
57,63,137
58,38,127
59,78,111
60,83,114
61,73,135
62,75,136
63,39,28
64,74,109
65,62,36
66,61,29
67,55,-6
68,34,19
69,58,10
70,34,33
71,29,29
72,90,137
73,84,137
74,80,136
75,80,113
76,74,136
77,77,138
78,76,136
79,80,111
80,82,138
81,87,139
82,92,141
83,88,160
84,90,152
85,90,148
86,91,144
87,92,141
88,82,138
89,81,140
90,80,142
91,79,144
92,68,127
93,31,87
94,93,117
95,79,137
96,78,138
97,86,117
98,76,113
99,85,116
100,70,83
101,58,88
102,73,105
103,39,0
104,42,12
105,48,26
106,73,150
107,77,32
108,75,10
109,73,-9
110,51,63
111,36,68
112,79,61
113,41,48
114,81,75
115,76,105
116,29,74
117,40,76
118,47,80
119,60,79
120,70,76
121,76,73
122,88,66
123,30,91
124,36,46
125,89,116
126,77,88
127,27,53
128,81,70
129,73,104
130,45,54
131,77,99
132,33,107
133,79,58
134,81,96
135,47,150
136,49,157
137,27,90
138,39,139
139,27,41
140,72,177
141,90,117
142,71,93
143,31,56
144,57,61
145,62,62
146,76,139
147,32,106
148,84,188
149,66,175
150,58,168
151,95,10
152,98,190
153,68,61
154,74,59
155,77,59
156,32,42
157,72,52
158,66,49
159,60,49
160,54,51
161,51,52
162,25,36
163,53,60
164,95,124
165,74,124
166,78,111
167,86,123
168,95,52
169,56,160
170,64,169
171,83,183
172,43,144
173,77,56
174,84,79
175,97,186
176,74,183
177,30,107
178,87,139
179,85,142
180,84,145
181,84,149
182,79,156
183,78,137
184,77,136
185,76,135
186,64,132
187,39,112
188,84,70
189,82,53
190,79,54
191,79,137
192,40,129
193,87,55
194,76,163
195,93,84
196,88,76
197,94,74
198,79,91
199,97,178
200,97,169
201,86,168
202,62,147
203,67,110
204,68,156
205,52,108
206,61,117
207,47,119
208,84,177
209,76,95
210,56,153
211,65,162
212,56,138
213,34,119
214,48,139
215,33,123
216,57,126
217,80,83
218,78,109
219,75,110
220,80,105
221,76,46
222,64,41
223,54,40
224,47,41
225,42,43
226,41,55
227,25,73
228,46,68
229,52,71
230,61,72
231,70,70
232,76,68
233,80,66
234,29,70
235,76,111
236,83,87
237,82,111
238,86,114
239,82,112
240,78,113
241,87,115
242,88,116
243,81,59
244,83,62
245,85,64
246,49,54
247,45,50
248,99,85
249,151,58
250,101,115
251,187,19
252,129,66
253,136,66
254,144,66
255,155,60
256,123,64
257,140,41
258,131,43
259,148,42
260,154,45
261,162,64
262,125,171
263,155,55
264,190,55
265,172,57
266,134,99
267,107,135
268,106,139
269,115,135
270,121,135
271,113,138
272,119,137
273,131,145
274,98,113
275,99,105
276,165,37
277,119,79
278,118,107
279,118,102
280,158,96
281,99,94
282,144,30
283,156,31
284,178,7
285,111,41
286,124,47
287,137,138
288,185,128
289,112,112
290,106,114
291,130,135
292,128,136
293,161,25
294,118,109
295,130,32
296,130,26
297,142,-7
298,170,17
299,136,9
300,171,32
301,179,27
302,107,137
303,114,137
304,120,136
305,111,113
306,129,135
307,125,138
308,128,136
309,108,111
310,118,138
311,113,139
312,106,141
313,107,161
314,107,152
315,107,148
316,106,144
317,106,141
318,118,138
319,120,140
320,121,142
321,122,144
322,127,127
323,194,87
324,123,137
325,124,138
326,104,117
327,117,113
328,105,116
329,127,83
330,139,88
331,120,105
332,163,-2
333,156,10
334,147,23
335,125,151
336,112,30
337,117,9
