0,98,133
1,90,109
2,94,115
3,86,82
4,90,101
5,91,90
6,95,64
7,54,60
8,96,45
9,96,35
10,98,-2
11,98,135
12,98,137
13,98,138
14,98,142
15,98,144
16,98,146
17,98,149
18,97,163
19,91,112
20,86,112
21,35,32
22,72,66
23,65,66
24,59,66
25,52,63
26,77,64
27,61,47
28,69,47
29,55,48
30,51,51
31,46,67
32,72,175
33,52,58
34,31,65
35,40,62
36,61,99
37,88,132
38,89,137
39,80,134
40,74,136
41,82,137
42,77,138
43,65,146
44,85,108
45,83,101
46,42,45
47,76,80
48,71,105
49,71,101
50,42,98
51,85,91
52,55,40
53,47,41
54,40,19
55,83,46
56,75,50
57,59,138
58,39,137
59,76,110
60,82,112
61,68,139
62,70,139
63,44,36
64,71,108
65,67,41
66,66,35
67,61,2
68,41,26
69,63,16
70,39,41
71,36,37
72,88,135
73,81,136
74,75,137
75,78,111
76,69,139
77,72,141
78,70,139
79,79,108
80,79,138
81,84,138
82,90,138
83,87,163
84,89,149
85,89,146
86,90,144
87,91,142
88,79,141
89,78,142
90,76,143
91,75,145
92,65,127
93,34,98
94,92,114
95,75,140
96,73,141
97,84,115
98,74,112
99,83,114
100,69,84
101,58,89
102,70,104
103,48,9
104,50,19
105,53,33
106,71,153
107,81,37
108,78,16
109,77,-1
110,54,65
111,39,72
112,81,62
113,45,54
114,80,76
115,74,103
116,31,79
117,43,78
118,50,81
119,62,80
120,71,77
121,78,73
122,88,66
123,30,95
124,40,52
125,88,112
126,75,88
127,33,63
128,82,70
129,70,104
130,49,58
131,74,97
132,36,117
133,81,59
134,79,93
135,47,155
136,50,164
137,29,97
138,40,145
139,34,49
140,71,183
141,89,114
142,69,94
143,35,62
144,60,62
145,65,62
146,71,142
147,32,110
148,84,195
149,66,183
150,59,175
151,97,15
152,98,197
153,71,61
154,76,60
155,79,60
156,37,50
157,75,54
158,69,52
159,63,52
160,58,54
161,55,56
162,33,46
163,56,61
164,94,121
165,71,123
166,76,109
167,84,121
168,96,54
169,55,166
170,63,174
171,82,189
172,44,152
173,79,57
174,83,78
175,97,191
176,74,190
177,31,114
178,84,141
179,83,143
180,82,145
181,81,147
182,78,158
183,73,138
184,71,138
185,70,137
186,61,132
187,38,114
188,84,70
189,84,55
190,81,55
191,75,139
192,39,133
193,88,56
194,75,166
195,92,81
196,87,75
197,93,73
198,78,90
199,97,183
200,97,172
201,85,171
202,60,150
203,65,110
204,67,159
205,50,108
206,59,117
207,45,120
208,83,181
209,74,94
210,56,156
211,64,166
212,54,140
213,34,124
214,47,141
215,34,130
216,54,126
217,79,83
218,76,107
219,73,108
220,78,102
221,79,49
222,68,45
223,59,44
224,51,46
225,47,49
226,45,60
227,29,81
228,49,71
229,55,73
230,63,73
231,72,71
232,78,68
233,82,66
234,34,80
235,74,110
236,82,86
237,80,107
238,85,111
239,81,109
240,76,112
241,86,112
242,87,113
243,83,60
244,85,62
245,86,64
246,53,57
247,49,54
248,99,82
249,150,58
250,100,112
251,186,27
252,130,65
253,137,65
254,144,65
255,154,60
256,125,63
257,139,44
258,131,45
259,146,45
260,152,48
261,161,65
262,127,175
263,153,55
264,190,61
265,171,60
266,136,98
