0,100,127
1,98,104
2,98,112
3,91,80
4,98,96
5,98,86
6,98,63
7,43,61
8,98,47
9,98,37
10,99,0
11,100,130
12,100,134
13,100,137
14,99,138
15,100,142
16,100,148
17,100,155
18,97,160
19,98,108
20,90,108
21,15,35
22,63,67
23,56,68
24,49,68
25,40,64
26,69,65
27,53,47
28,61,48
29,46,48
30,41,51
31,34,69
32,67,173
33,41,59
34,12,67
35,25,65
36,58,99
37,90,126
38,92,134
39,81,130
40,75,135
41,84,136
42,79,138
43,62,148
44,91,104
45,90,96
46,30,45
47,74,80
48,72,102
49,71,98
50,36,99
51,91,87
52,48,38
53,37,40
54,22,21
55,82,47
56,68,51
57,57,141
58,17,139
59,78,106
60,84,109
61,69,142
62,70,142
63,33,35
64,71,106
65,63,40
66,62,34
67,53,3
68,27,28
69,57,17
70,25,42
71,20,39
72,91,130
73,83,133
74,77,136
75,80,108
76,70,142
77,73,143
78,71,142
79,82,104
80,80,139
81,86,137
82,92,137
83,86,160
84,90,154
85,91,148
86,91,142
87,92,137
88,80,139
89,79,141
90,77,144
91,76,148
92,65,127
93,11,102
94,98,110
95,76,140
96,75,141
97,87,112
98,74,110
99,86,110
100,66,85
101,53,90
102,70,102
103,34,10
104,39,20
105,46,32
106,69,152
107,80,37
108,76,17
109,74,0
110,43,67
111,25,75
112,73,63
113,33,54
114,79,75
115,77,99
116,17,81
117,31,80
118,41,83
119,55,81
120,65,77
121,73,74
122,90,65
123,18,97
124,27,54
125,94,108
126,74,87
127,10,67
128,79,69
129,69,103
130,37,60
131,77,95
132,13,120
133,73,60
134,83,90
135,33,157
136,33,166
137,11,100
138,24,146
139,16,52
140,64,181
141,94,109
142,67,93
143,18,66
144,50,63
145,56,63
146,71,145
147,19,112
148,79,193
149,54,183
150,44,176
151,98,17
152,96,194
153,62,63
154,68,62
155,71,61
156,21,53
157,67,57
158,61,55
159,55,55
160,49,56
161,45,57
162,12,49
163,46,62
164,98,118
165,72,122
166,78,105
167,87,118
168,98,55
169,43,166
170,53,174
171,79,186
172,24,154
173,71,59
174,85,77
175,96,188
176,65,189
177,13,116
178,86,138
179,84,141
180,83,146
181,82,151
182,76,157
183,74,140
184,72,139
185,71,139
186,60,133
187,30,116
188,85,70
189,80,56
190,75,56
191,76,140
192,28,135
193,87,56
194,71,164
195,98,78
196,90,73
197,98,71
198,79,88
199,96,179
200,96,169
201,84,168
202,54,151
203,63,109
204,62,159
205,46,108
206,57,117
207,40,121
208,80,178
209,74,93
210,46,157
211,56,166
212,48,142
213,21,126
214,37,143
215,17,132
216,51,128
217,80,82
218,80,102
219,74,105
220,83,97
221,74,50
222,62,45
223,52,44
224,43,45
225,36,48
226,32,62
227,11,83
228,38,72
229,45,74
230,55,74
231,64,72
232,72,69
233,77,67
234,10,84
235,74,107
236,85,83
237,85,103
